"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Spain","184","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4251840332.03125","4343878417.96875","4374052734.375","5162659179.6875","5336268554.6875","5663808105.46875","5598154296.875","5394978515.625","5255934082.03125","5603291503.90625","5958994628.90625","6085980468.75","6254368164.0625","6580812011.71875","6569684570.3125","6183895019.53125","6618581542.96875","7062038085.9375","5971064941.40625","5501082519.53125","5970432128.90625","6410217285.15625","7342668945.3125","7837900878.90625","7781302734.375","7701216796.875","8002094238.28125","8818081054.6875","8722159179.6875","8494409179.6875","9010895507.8125","9455544921.875","9998122070.3125","10156205078.125","9752136718.75","9643749023.4375","9816694335.9375","8996350585.9375","9408909179.6875","8712306640.625","8838099609.375","9012143554.6875","8936661132.8125","8702748046.875","8514849609.375","8593294921.875","8223863281.25","8910169921.875","9569776367.1875","9717759765.625","10257729492.1875","10200000000","10400000000","10700000000","11100000000","11200000000","11300000000","11700000000","11900000000","12300000000","12000000000","12700000000","12600000000","13100000000","14400000000","16400000000","20000000000","25500000000","27300000000","33700000000","32900000000","26900000000","25700000000","26900000000","28900000000","31300000000","31100000000","31200000000","31000000000","31800000000","31500000000","31900000000","32900000000","32300000000","34900000000",,,,,,"44900000000","56700000000","65500000000","68800000000","74800000000","197000000000","111000000000","133000000000","141000000000","151000000000","182000000000","241000000000","257000000000","273000000000","295000000000","413000000000","474000000000","556000000000","642000000000","662000000000","679000000000","777000000000","906000000000","1069000000000","1202000000000","1399000000000","1618000000000","1818000000000","2037000000000","2317000000000","2576000000000","2920000000000","3432000000000","4140000000000","5102000000000","6018000000000","7234000000000","9178000000000","11231000000000","13131000000000","15185000000000","15168000000000","129566137880.632","147899485846.624","165735952295.598","184720057127.981","210643845389.686","235120786043.247","260822242267.377","292517237134.265","326111551747.712","357946070891.784","385434642377.422","401724796395.306","425893678368.647","458548623749.133","485874617024.956","516703259194.971","553177564365.987","594652577574.759","646250000000","699528000000","749288000000","803472000000","861420000000","930566000000","1007974000000","1080807000000","1116207000000","1079034000000","1080913000000","1075147000000","1055158000000","1049181000000","1058469000000","1097796430237.93","1131713864846.79","1166815219147.48","1201747165184.68","1240646426946.74","1282462131197.78",
"Sri Lanka","524","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2509000000","2817000000","3077000000","4169000000","4817000000","4538000000","4717000000","4997000000","5608000000","5384000000","5607000000","5935000000","6362000000","6684000000","6687000000","7734384964.99143","9655587186.78969","10574025847.711","10859485779.5208","11397434158.485","12356956735.2231","13647623327.2396","15857650783.5982","19449741602.0112","19958322487.0146","22871700190.8428","25970315520.3905","30326411927.2005","33885446437.9696","35817489234.9525","37649168515.521","44125532915.2735","54180342009.0588","72587100641.232","87914940204.25","102635172472.082","125763715590.577","159009121776.867","167933514683.431","185617857516.823","203457335236.759","229581015898.121","260513878042.335","332799495543.608","385091328867.143","439841533026.105","516666397307.642","598907537594.705","690631556379.888","794423000873.009","920749338985.451","1052834284086.39","1143823997741.93","1300689155386.77","1455575826111.89","1636037000000","1822468000000","2090841000000","2452782000000","2938680000000","3578688000000","4410682000000","4835293000000","5604104000000","6543313000000","7578554000000","8673870001949.8","9784671575193.48","10624367562297.8","11703356350404.3","13002171821240.4","14539678639102","16258995638175.8","18181621872390.1",
"St. Kitts and Nevis","361","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1694103.19458638","4883383.59295019","6143179.45254822","7727972.64871757","9721605.64377448","12018522.511728","14914010.0896708","18550825.6347544","23124415.6027763","28967871.1000157","35697347.5988738","43682630.2334191","54340762.9691277","65704798.1774271","81957923.1797566","102332853.444517","113073640.904097","129716014.764286","156169486.975419","186793493.852606","213273754.915866","210166285.231314","244922958.682508","272939571.174652","320999864.766723","367216326.731215","435212261.115044","484524253.278807","547937979.059092","544032103.623548","601585127.175748","655995858.64289","733065511.737577","789768268.019703","842605941.299032","948309332.655203","988464383.640724","1049385332.42161","1133099053","1242020269","1296930850","1249979740","1353107400","1466558910","1717391668","1847201463","1983582850.72","1914006507.91","1869635032.36","1965736669.11","1976183746.3","2125683990.56","2300948326.48","2401442514.62745","2511329233.30935","2628645631.0448","2753959761.92878","2882444456.61758","3015849593.91068",
"St. Lucia","362","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33679982.948936","35413521.448311","37784183.0501378","40841690.088846","44201066.4472294","46655846.1202052","50871273.8857459","59872939.4951179","68354250.9484583","75477392.9202542","86980804.4019644","123367747.165634","151703227.787707","197705467.874392","234607787.172718","281631015.735906","341741948.530177","400739803.091501","457368509.050717","431334876.59768","464155050.578777","591986805.952703","669580646.03988","810808291.95545","885667494.370413","1008579939.88078","1141978689.38934","1306698563","1387135309","1530615821","1552150094","1620015024","1729213654","1787929700","1827763903","1991398154","2095023994","2117229917.5","2004435641.2","2014332012","2187252074","2405045546.1","2556039480.3","2901712953.8","3168022190.1","3225132155","3204360921.1","3373641926.7","3483068298.6","3540059476.9","3602841601","3791962522.3","3882191109.77719","4045308184.18727","4225448147.70701","4406260855.83882","4596553915.05379","4769648788.21167",
"St. Vincent and the Grenadines","364","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23076508.2543842","25268390.8837227","28135689.3006862","31663770.5225643","35472482.5908329","38473428.7689243","43765014.7086096","48505388.0589554","54585799.8311418","59638736.1723524","64819192.9346243","73271768.8719291","82340387.1809337","101119145.952639","115308189.301844","147066156.8977","172033039.041515","190723134.803669","240656899.0913","274214913.43348","295114157.475213","331594325.626359","363948412.599243","411789914.759654","455271563.437086","530382604.942777","562584739.917596","648986209","688040007","750476107","773031056","781483947","853222949","895022187","938978994","1008773616","1054941675","1069929000","1161109000","1247085288","1300877047","1409332827","1486967383","1649101360","1758877400","1877657857","1822290682","1839310102","1825549430","1870921145","1945717712","1969135338","2066820671.90071","2144570592.09512","2234532421.56909","2336936775.63655","2444576198.51311","2549703890.21186",
"Bahamas, The","313","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163922846.738124","207203809.11035","261912337.78905","331065777.283293","418478034.783959","463458725.629866","510650229.805741","587678921.721584","660476584.645758","683185778.458314","734612857.260624","840407881.06307","1019017753.47903","951575207.175434","1048241080.22076","1113106999.35727","1297812213.66192","1576841879.16224","1892210379.11384","1960330081.37458","2207331726.24021","2456760366.29917","2623819957.63847","2857339933.558","3088784326.68034","3400777405.76564","3535846367.43689","3985768295.92679","4088368396.51178","4017919588.49408","4015336680.77574","3992994529.0121","4208421947.26018","4428860206.48184","4661373559.28674","4961120000","5353520000","6019970000","6327550000","6516650000","6958000000","6949320000","7094410000","7706220000","7965590000","8319000000","8246650000","7820420000","7909580000","7889750000","8234470000","8431750000","8510500000","8884441432.05624","9198547779.42931","9551258844.74931","9812682824.75703","10114259640.1693","10402023159.3664",
"Bahrain","419","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117332031.808074","126248808.422541","134466139.365535","141607389.992459","147067310.046596","156999098.814804","166014840.645661","169198960.928783","175323827.267248","188374837.613499","219844404.29087","286401660.872407","386705263.998556","409233396.473913","623365309.913281","842984030.713245","992645443.115089","1116170302.7674","1269531317.06228","1429360182.36982","1502697254.59265","1539530185.51098","1597958556.66643","1507739784.33413","1179750974.44162","1277972297.79652","1579432567.42322","1695193280.1572","1866751457.74349","1958426410.13389","2046126789.46461","2250880160.53871","2410550148.02293","2551730846.4371","2653381851.81076","2751588358.92784","2630339786.80587","2850987158.04282","3407672992.00645","3454900489.84768","3607181457.21364","4164156097.31789","4944486744.23899","6004266273.23048","6957900000","8170470000","9667300000","8624760000","9668200000","10920580000","11564440000","12369630000","12734740000","11626177713.9101","12160561336.7846","12906313958.3195","13664632562.2875","14458756329.5806","15239547555.6875",
"Bangladesh","513","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19101524823.3839","18208448983.8676","21035229067.2387","22957844740.2729","25627459656.2183","26437856934.2551","29668397306.8075","31643424235.0578","34607135222.9161","32371058863.4706","40302354426.631","60829863704.1583","105459323226.42","132966918552.87","147376209855.219","172343042069.818","215466505055.769","250840051362.022","349756568056.173","396724109010.725","446713449068.97","520994944525.012","610120904804.32","693021111967.708","789184400894.912","886201033358.598","980693602105.61","1098664430273.74","1223146426255.25","1334606666721.19","1420761297568.91","1512824360720.56","1670314682484.39","1849636908158.44","2013132540792.18","2209515255972.95","2435734829149.55","2649848062242.64","2846211053643.5","3055720524462.28","3328568273556.82","3675312904399.24","4082126887053.77","4562196728609.27","5160683000000","5892410500000","6668770500000","7513052500000","8566837500000","9855164000000","11270636000000","12712988000000","14286370500000","16173770875368.9","18477996776431.3","21186907408514.9","24243044056945.4","27738833794342.3","31526154402029",
"Barbados","316","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58992646.7627892","148256902.287372","162301472.372798","172910066.137397","190815540.442993","207644196.470125","235240526.86911","261673976.977177","298628100.501003","357235612.192015","400004487.799939","485840344.222504","674241537.538757","991298619.730545","1119274252.29986","1168987738.65328","1308287404.77298","1586298478.28725","2035963447.80545","2240795135.90884","2341269766.43509","2485510765.57861","2709284384.6324","2835407055.30837","3113065173.58753","3428136546.78735","3646262721.00913","4035454854.65051","4047337680.89889","4064317318.45698","3914330520.02719","4149844381.71254","4326872825.14225","4549524440.7162","4850980799.41903","5127375879.46036","5781358110.13327","6058115722.64776","6243267650.59541","6233232372.16123","6339234503.37925","6549735470.72064","7028746226.04357","7794898970.22922","8606533295.93051","9092197082.97243","9190477646.22187","9204430431.09112","8891266325.58889","8716057116.4016","8626385556.01637","8561837045.71292","8708906110.36656","8901786899.94922","9074642927.45742","9303921068.29065","9610636171.0034","9998159788.68321","10444576563.33",
"Belarus","913","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93002136.6194688","984999996.976878","17793000000","38983600000","191839200000","366830100000","702161100000","3026000000000","9133812000000","17173162000000","26138268000000","36564791000000","49991816000000","65067100000000","79267000000000","97165300000000","129790800000000","137442200000000","164476100000000","297157700000000","530355500000000","649110700000000","778455500000000","952238752889802","1.11776091385318E+15","1.2750378985639E+15","1.4608741245914E+15","1.67422162397452E+15","1.91171426975191E+15",
"Belgium","124","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1496530774.41473","1665152630.69809","1744688821.12321","1770392831.9191","1851993522.82667","1842973357.79051","1863184138.1181","1791108862.11647","1744283911.95527","1726612451.06681","1795673061.23093","1922290734.68143","2182184193.46646","1842754987.38102","1854882429.46166","1877308136.8191","1925035192.84321","2058352608.50052","2338629819.87241","2758422230.04329","2851341174.41638","3057786526.10381","2986428229.95382","2863192491.61472","2873216009.29701","3154545640.27592","3212253154.86089","3274955416.49029","3326982498.33991","3553275964.36367","3611415525.0158","3896738820.92487","3894840106.50674","4052479083.64339","4255077816.11163","4518980512.77358","4664125886.40403","5585691244.26152","5974788186.61335","5791151247.67539","5204981034.79423","5073817241.52267","5083416951.46445","4998700931.53823","4896124726.11333","5451670608.55296","5512748749.27157","5568027122.96498","5500074884.49784","5049432309.46178","4925756207.69325","4766180595.95171","5041738488.39769","5146136798.06295","5388417748.63742","5587050666.54561","5540403322.06259","5366119038.51062","5349661528.82026","5210059716.52128","5334312164.77187","5435035072.80955","5730720809.42036","5778265772.34103","6091436613.5136","6328970307.15983","6127252098.35812","6258808273.84938","6442475869.4206","6656832803.54179","6883683621.51347","7329423478.13165","7655000568.57677","7290177741.58602","7312521685.74908","7735108175.53863","7984995226.99985","8402654801.65666","8647446067.18325",,,,,,,"28518859212.7774","28480632420.5175","29126700612.2387","35221872160.4222","31300000000",,,"48200000000",,,"66500000000",,,"49400000000","50700000000","59800000000","65300000000","65200000000","65200000000","65000000000",,"46000000000",,"55000000000",,,"194000000000","218000000000","339000000000","347000000000","354000000000","408000000000","429000000000","433000000000","428000000000","457000000000","487000000000","517000000000","521000000000","537000000000","571000000000","606000000000","648000000000","696000000000","778000000000","849000000000","913000000000","978000000000","1046000000000","1160000000000","32301871993.2447","35389159838.336","39617453586.2025","45014575164.7292","52797196914.7529","58430856023.5501","66410302570.3839","71823431986.0943","77131794454.6136","82493831763.7855","88286600000","92564500000","100164700000","106116500000","114648100000","121934600000","127630300000","132773300000","142060200000","154040200000","165982637848.86","173888508563.101","182596144315.072","188060137480.943","198194488204.995","211291000000","215507000000","225335000000","233788000000","243723000000","257604000000","265291000000","274565000000","282255000000","298356000000","311151000000","327368000000","345069000000","355066000000","349703000000","365747000000","379915000000","388172000000","395242000000","402027000000","412240772023.064","423590658185.707","435346079107.77","447962204427.025","461581962193.166","476273292109.51",
"Russia","922","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14200000000","15900000000","18800000000","27000000000","49400000000","77000000000","99800000000","148600000000","189700000000","212300000000","216100000000","234100000000","315600000000",,,,,"334000000000","470000000000","763000000000","752000000000","744000000000","676000000000","674000000000","697000000000","674000000000","987000000000","151000000000","107000000000","113000000000","128000000000","136000000000","145000000000","153000000000","165000000000","169000000000","181000000000","193000000000","207000000000","225000000000","244000000000","262000000000","290000000000","305000000000","314000000000","338000000000","354000000000","363000000000","386000000000","406000000000","426000000000","441000000000","462000000000","487000000000","523000000000","548000000000","570000000000","578000000000","600000000000","631000000000","666000000000",,"654836931.069808","1400000000","19010000000","171500000000","610700000000","1428500000000","2007800000000","2342500000000","2629600000000","4823200000000","7305600000000","8943600000000","10819210000000","13208230000000","17027190000000","21609770000000","26917200000000","33247510000000","41276800000000","38807220000000","46308540000000","55967230000000","62176490000000","66190120000000","71406400000000","74641706732234.2","80635343148296.2","87381469434883","92896444413830.8","97060858771344.8","102440463988541",
"Rwanda","714","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16871488748.9796","16242116404.6451","17959028000.9941","18287574690.8152","20314780790.4212","22910099485.4819","25549620804.682","28501786426.6143","28994982209.312","29969296685.2045","33892532520.1032","44744789963.0426","59425277658.8185","64852713250.0432","77529511170.1353","87668899571.9397","105461573867.334","116883578395.851","132684506586.4","141544546928.489","153646065444.513","171906392491.012","187681586270.828","184007911007.036","185736699366.468","190706965899.835","208318997311.547","205729069101.805","229926920989.12","261154791372.356","271290182429.402","168198749875.47","324897629995.388","411751696149.654","546526809772.112","605630169400.892","606991273750.351","676098000000","741871000000","797449000000","992617000000","1206269000000","1439914000000","1716476447422.74","2064689931073.73","2623057148526.81","3016857753694.95","3322536837564.79","3845839319011.12","4437000000000","4864000000000","5389000000000","5968493633115.24","6699221938027.11","7545231373147.21","8552674735881.24","9623360787948.62","10895200329859",
"Samoa","862","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23716342.0732808","25482957.3629602","24511943.6228666","25152187.1392535","25023844.1544038","27465763.2142683","29664123.526268","32628093.568214","38649660.4662269","42342817.2342702","50910535.4613978","56843822.4150906","59394342.6937036","68269041.8749635","77341661.2596132","80399083.810441","101914335.544212","116635313.936719","123316356.78373","147662542.915369","174839726.828598","206260704.551158","237205592.597915","251084513.939591","262994621.570801","287665558.806879","321086779.200581","420864313.539595","423173416.039524","476039710.116834","509460930.510536","400325454.461284","598300610.90252","635489314.322421","717280155.504098","788740804.517437","787201343.731413","844529913.101554","936217638.425221","1003706221.83763","1081623185.88988","1193469264.33842","1327509865.21802","1424760903.90531","1529721191.53297","1695847555.65975","1661178702.36173","1623106035.67727","1766614981.40343","1846705468.9882","1835160709.46244","1847120896.82887","1939972675.92028","2013442265.74752","2035719280.31144","2104618329.16576","2200282965.33982","2310297113.60681",
"United States","111","Gross Government Debt","GGXWDG","Value","83000000","83000000","80700000","77100000","86400000","82300000","75700000","69200000","65200000","57000000","58200000","48000000","45200000","56000000","81500000","99800000","127300000","123500000","103500000","95500000","91000000","90000000","93500000","90900000","90300000","83800000","81100000","74000000","67500000","58400000","48600000","39100000","24300000","7000000","4800000",,,"400000","3300000","10400000","3600000","5300000","13600000","32700000","23500000","15900000","15600000","38800000","47000000","63100000","63500000","68300000","65200000","59800000","42200000","35600000","32000000","28700000","44900000","58500000","64800000","90600000","524200000","1119800000","1815800000","2677900000","2755800000","2650200000","2583400000","2545100000","2436500000","2322100000","2210000000","2151200000","2159900000","2156300000","2130800000","2107800000","2159400000","2298900000","2090900000","2019300000","1856900000","1722000000","1625300000","1578600000","1555700000","1465500000","1384600000","1249500000","1122400000","1005800000","968200000","961400000","1016900000","1096900000","1222700000","1226800000","1232700000","1436700000","1263400000","1221600000","1178000000","1159400000","1136300000","1132400000","1142500000","1147200000","1177700000","1148300000","1146900000","1154000000","1193800000","1193000000","1188200000","1191300000","1225100000","2975600000","12455300000","25484500000","24299300000","23977500000","22963400000","22349700000","21250800000","20516200000","19643200000","18511900000","17604300000","16931100000","16185300000","16801300000","19487000000","22538700000","27053100000","28700900000","33778500000","36424600000","37164700000","40439500000","42967500000","48961400000","72422400000","136696100000","201003400000","258682200000","269422100000","258286400000","252292200000","252770400000","257357400000","255222000000","259105200000","266071100000","271259600000","274374200000","272750800000","270527200000","276343200000","284705900000","286330800000","288970900000","298200800000","305859600000","311712900000","317273900000","319907100000","326220900000","347578400000","353720300000","370918700000","408176000000","435936000000","466291000000","483893000000","541925000000","628970000000","706398000000","776602000000","829467000000","1173578000000","1289121000000","1499170000000","1735659000000","1995882000000","2345851000000","2634308000000","2879884000000","3152663000000","3403946000000","3699563000000","4090626000000","4479553000000","4821568000000","5064617000000","5265621000000","5503313000000","5642326000000","5671275000000","5684216000000","5450471000000","5631898000000","6079217000000","6735555000000","8039176000000","8496458000000","8817770000000","9267292000000","10720232000000","12405143000000","14175779000000","15362211000000","16557276000000","17459921000000","18178610000000","18840218560695.5","19814597435420.8","20689935310098.9","21576427765278.9","22585995709622.4","23670779134065.3",
"Burkina Faso","748","Gross Domestic Product","NGDP","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114417411698.496","143491279291.403","154727472450.295","162843573911.749","176608354416.861","170789405885.801","173695602866.099","206285972621.752","230401813771.633","237617466596.083","180918025981.053","184301710974.21","216582373127.012","254666734063.391","231767321628.389","296273587542.103","335451599302.582","397758682372.016","448265249920.368","501608814660.891","565067987719.604","598834049133.462","613772802157.086","697611977102.263","705319610266.95","712359154953.284","779333008433.211","834554791191.108","844375000000","884418000000","888489000000","905989000000","1052274234468.39","1187732668792","1323156199942.47","1428629461031.42","1654757175738.09","1854900000000","1874780800000","2077258800000","2234957500000","2443502600000","2555287800000","2882208000000","3040541600000","3245246000000","3747969000000","3951810000000","4447570000000","5060322000000","5700578000000","6026201896396.56","6170583342762.48","6561100000000","7084600000000","7699351379158.12","8371658741586.2","9102570867754.21","9897291832893.75",
